"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6292","Add product via API and validate in UI","chromium","2026-09-07","passed","2026-09-07","Hybrid - Add To Cart Flow","ui/login.spec.js","",""
